,javascript,java,c#,python,php,android,jquery,html,c++,css,ios,mysql,sql,asp.net,r,c,arrays,ruby-on-rails,node.js,.net,objective-c,json,sql-server,angularjs,swift
2010-06-18,1189.632258,2289.369892,5765.262366,352.9612903,1037.924731,265.2129032,1040.756989,318.4623656,526.3397849,160.9247312,7.44516129,305.5612903,508.7612903,894.4623656,8.894623656,101.4516129,35.39784946,135.5290323,0.374269006,988.7225806,228.6924731,26.09247312,226.1806452,,0
2010-06-25,1495.427957,2305.094624,6432.795699,345.2064516,1153.890323,330.1978495,1122.632258,484.0064516,528.9956989,179.8064516,7.479569892,289.9139785,536.916129,1038.606452,9.258064516,122.5849462,32.96989247,155.8580645,0.351778656,1111.247312,200.6258065,26.03655914,228.6924731,,
2010-07-02,1538.582796,2343.191398,6485.023656,342.8365591,1321.395699,336.3182796,1084.858065,512.7333333,539.7397849,181.0365591,10.20645161,308.8645161,525.5462366,1079.266667,9.847311828,115.8516129,26.75698925,155.0924731,0.695652174,1196.666667,224.4989247,33.9655914,250.8795699,,
2010-07-09,1503.249462,2463.939785,5958.995699,360.3225806,1466.898925,328.3397849,1157.31828,456.6,526.2946237,149.5032258,11.3655914,341.8795699,561.255914,1191.529032,12.26451613,84.89032258,22.1827957,151.7698925,0.656666667,1270.47957,224.5182796,30.26451613,266.9569892,,
2010-07-16,1390.492473,2394.978495,6150.649462,317.4731183,1336.27957,412.0258065,1100.67957,440.0129032,504.116129,142.2129032,9.982795699,297.7784946,604.8322581,1220.847312,14.56129032,108.4365591,20.16129032,139.516129,0.691699605,1272.756989,213.0989247,27.31827957,276.3698925,,
2010-07-23,1310.455914,2519.498925,5913.027957,376.9655914,1345.855914,399.2946237,1264.731183,392.0236559,434.7397849,128.4580645,13.39569892,291.8258065,667.4903226,1256.832258,14.25402299,111.5956989,35.06236559,133.4946237,0.650362319,1273.455914,209.9139785,32.07311828,299.5956989,,
2010-07-30,1314.645161,2361.236559,6270.8,409.5612903,1329.503226,414.6946237,1254.462366,370.6258065,429.9462366,157.9698925,19.98494624,256.3311828,624.0494624,1302.195699,15.38965517,112.3655914,45.52903226,130.7397849,0.357142857,1204.331183,231.1397849,28.3311828,290.5612903,,0
2010-08-06,1332.589247,2334.922581,6072.694624,396.711828,1278.984946,476.6903226,1218.064516,364.1612903,391.9978495,194.3612903,21.07956989,236.3698925,588.655914,1214.703226,15.81724138,106.2516129,45.31182796,116.8903226,0.505434783,1090.729032,248.7655914,28.79139785,275.7827957,,0
2010-08-13,1242.845161,2396.511828,5896.591398,366.8365591,1254.939785,466.3290323,1228.913978,365.8494624,371.3806452,184.3182796,24.05591398,233.6236559,492.627957,1152.67957,12.12068966,89.37849462,49.03225806,123.716129,0.492753623,1064.989247,218.5784946,30.49247312,224.2645161,,0
2010-08-20,1235.124731,2370.694624,5517.625806,361.2623656,1222.597849,433.1182796,1099.412903,394.2623656,337.9849462,193.4322581,31.05806452,238.4064516,463.2129032,1158.591398,11.27471264,84.86236559,43.35698925,140.5892473,1.283549784,1100.632258,205.7784946,39.75913978,201.9806452,,0
2010-08-27,1100.795699,2245.432258,5179.539785,334.2946237,1127.531183,416.7569892,1070.597849,309.2623656,365.6451613,147.0516129,33.39784946,205.6129032,487.2580645,1021.012903,10.09462366,99.76989247,41.62580645,144.7698925,1.988142292,1170.432258,168.9978495,34.3311828,209.4645161,,0
2010-09-03,1207.397849,2163.625806,5280.997849,313.9462366,997.7311828,380.5827957,1045.55914,310.8494624,366.9784946,122.1698925,31.51612903,206.7247312,499.5806452,910.6989247,7.964367816,102.8623656,37.31182796,152.2623656,1.780797101,1233.746237,149.4924731,32.11827957,255.0236559,,
2010-09-10,1185.331183,1992.731183,5237.698925,344.0903226,1134.894624,428.7397849,1055.76129,279.9032258,428.8516129,113.4946237,30.39569892,205.2989247,546.5655914,1023.395699,7.034482759,119.8473118,36.05591398,149.0322581,1.786153846,1287.131183,154.5397849,29.78494624,249.7655914,,
2010-09-17,1254.225806,1717.251613,5453.266667,364.9913978,1067.116129,451.3225806,1076.632258,265.3333333,486.6494624,134.027957,29.42795699,194.916129,583.8129032,1086.062366,6.368965517,146.111828,34.89247312,180.027957,2.553846154,1172.184946,151.8903226,21.41290323,284.3827957,,
2010-09-24,1296.382796,1956.855914,5762.524731,371.3655914,1163.458065,422.5698925,1138.27957,237.4258065,425.3827957,146.5827957,36.24731183,219.9247312,569.6129032,1115.746237,7.448275862,106.0946237,31.12473118,182.0129032,2.066502463,1010.836559,173.2365591,23.22580645,276.0236559,,
2010-10-01,1496.584946,2348.729032,5520.451613,315.055914,1171.045161,498.6365591,1187.462366,247.9139785,430.7225806,185.5139785,42.71397849,248.1892473,524.8903226,1129.245161,6.731034483,108.6666667,29.70322581,192.0064516,1.993846154,922.655914,208.2924731,28.83225806,240.6645161,,
2010-10-08,1522.058065,2266.825806,5802.812903,324.516129,1144.997849,531.9225806,1186.094624,266.4924731,423.3956989,200.8516129,49.13333333,273.911828,518.5806452,1091.047312,7.651612903,89.44946237,28.27956989,161.8064516,2.037037037,898.8,194.1397849,30.25806452,249.4451613,,
2010-10-15,1619.825806,2576.036559,5728.729032,338.4473118,1103.511828,517.2516129,1150.724731,281.9849462,446.8989247,208.8473118,63.69462366,295.4236559,473.3182796,1141.716129,9.23655914,88.98924731,21.23225806,167.2,0.973846154,1063.032258,186.2731183,33.49462366,213.6451613,,
2010-10-22,1568.91828,2521.064516,5329.511828,326.1612903,1107.397849,724.1827957,1263.825806,368.8924731,446.5032258,220.0623656,61.38494624,297.5182796,487.5956989,1048.113978,10.29032258,102.2322581,31.12258065,168.1784946,1.011396011,1139.31828,185.5311828,33.02580645,223.0494624,,
2010-10-29,1336.746237,2325.524731,5941.073118,318.9978495,1134.6,749.7978495,1327.165591,380.9462366,529.4064516,192.7462366,67.18064516,285.0795699,471.6236559,950.5698925,10.31397849,91.22795699,44.98494624,207.427957,1.781746032,1211.262366,174.9612903,34.66236559,217.5182796,,
2010-11-05,1493.991398,2640.313978,5907.531183,275.3569892,1116.227957,836.0236559,1339.539785,378.7612903,546.0795699,204.9913978,71.55913978,265.4924731,454.3827957,925.0580645,10.06451613,76.98064516,55.3311828,202.7612903,2.534482759,1208.894624,163.4129032,36.45591398,202.3290323,,
2010-11-12,1587.36129,2349.858065,6069.045161,237.455914,1033.516129,745.8924731,1366.324731,340.8731183,484.0924731,201.8989247,91.51182796,234.5978495,440.8924731,812.8494624,10.32903226,66.33333333,58.40645161,239.7225806,2.495073892,1082.797849,170.7333333,39.59569892,237.0322581,,0
2010-11-19,1707.258065,2660.184946,6031.191398,224.0064516,1114.062366,804.3182796,1386.156989,348.911828,518.511828,236.9698925,84.1311828,242.2903226,478.5247312,718.5311828,9.71827957,83.99784946,56.00645161,277.7956989,2.271264368,1011.255914,176.6494624,41.96129032,229.4064516,,0
2010-11-26,1981.322581,3253.425806,6481.789247,248.6924731,1289.036559,886.711828,1490.36129,376.0645161,518.2494624,274.7311828,120.1806452,290.3290323,543.1698925,789.5333333,10.00645161,105.0064516,51.11827957,292.3913978,2.529885057,1086.273118,211.3032258,35.9311828,258.1569892,,0
2010-12-03,2094.597849,3181.458065,6387.07957,297.5827957,1321.578495,856.111828,1543.789247,417.7892473,569.5806452,268.055914,123.3806452,294.9784946,555.5247312,803.7182796,8.493103448,108.1827957,46.85806452,339.4129032,2.768965517,1017.423656,198.0494624,33.89032258,262.9182796,,0
2010-12-10,1777.612903,3140.911828,6459.346237,324.3247312,1283,901.5655914,1621.432258,463.0924731,420.7591398,275.3591398,115.5139785,368.2645161,654.4924731,998.5892473,4.937931034,84.29032258,38.33333333,335.8236559,2.600985222,1026.064516,186.2580645,35.25806452,204.8645161,,
2010-12-17,1858.873118,3820.103226,6866.827957,351.4645161,1450.864516,1065.529032,1921.625806,560.6236559,507.311828,303.9397849,158.1956989,435.7655914,622.5849462,1017.062366,7.402298851,86.72473118,34.3655914,302.7397849,3.24137931,1340.423656,302.6365591,36.39569892,211.9247312,,
2010-12-24,2175.765591,4215.245161,8145.111828,491.9849462,2026.47957,1128.146237,2241.825806,652.9311828,717.6795699,376.516129,198.5612903,587.7247312,904.7290323,1192.606452,13.71954023,110.1462366,43.32473118,394.4236559,3.891625616,1641.064516,419.3806452,49.21290323,260.3032258,,
2010-12-31,2174.36129,4012.025806,7834.225806,440.1290323,1990.2,1152.546237,2334.516129,695.7956989,617.8258065,334.7827957,162.7247312,521.7956989,833.7784946,1294.206452,12.46091954,111.5892473,48.71827957,368.5892473,3.219211823,1561.584946,422.5784946,39.14623656,257.1913978,,0
2011-01-07,2134.423656,3784.765591,6849.625806,360.2946237,1478.812903,1187.197849,2019.655914,667.8322581,456.6645161,269.255914,150.255914,393.1849462,697.4064516,1159.832258,12.11397849,98.96129032,33.71182796,251.516129,3.386699507,1489.916129,286.1569892,37.27311828,235.6516129,,0
2011-01-14,2286.195699,3354.578495,6974.07957,346.1139785,1770.432258,1318.346237,1902.225806,665.3913978,463.2516129,254.9698925,146.7591398,461.5247312,710.627957,1200.290323,9.664516129,116.116129,32.34623656,240.0451613,3.443678161,1421.513978,315.9139785,38.39569892,208.7032258,,0
2011-01-21,2196.092473,3551.146237,7000.565591,363.4322581,1715.378495,1199.56129,1909.832258,605.9569892,423.9333333,254.5655914,140.7311828,456.3956989,609.3612903,1358.451613,9.929032258,136.8623656,24.35698925,272.6473118,3.182758621,1327.894624,323.1612903,49.91612903,207.027957,,0
2011-01-28,2556.924731,3656.365591,7951.565591,466.0236559,1931.713978,1310.346237,2103.012903,663.9956989,407.6903226,298.1290323,155.311828,496.1849462,584.9139785,1424.189247,13.7827957,142.027957,28.49032258,268.427957,5.795698925,1537.591398,364.8064516,52.52473118,211.3655914,,0
2011-02-04,2603.522581,3929.597849,8445.890323,549.6365591,2054.529032,1259.232258,2102.2,666.5311828,407.6258065,293.9655914,209.3849462,548.9032258,692.3849462,1519.090323,16.45806452,148.3462366,51.69462366,253.3698925,6.580645161,1594.36129,363.0946237,69.87956989,246.1612903,,0
2011-02-11,2742.316129,4369.036559,9238.131183,694.1698925,2034.073118,1514.369892,2183.513978,703.8795699,387.3655914,314.3290323,310.9032258,493.7956989,707.8365591,1541.733333,21.66666667,144.4258065,65.22795699,234.5311828,9.184946237,1792.290323,469.0064516,76.42580645,261.8064516,,0
2011-02-18,2956.511828,4491.589247,9475.436559,741.6473118,2063.139785,1777.356989,2300.539785,766.6516129,421.311828,330.5806452,330.4494624,469.5978495,769.6494624,1674.956989,24.18924731,143.9784946,66.59784946,201.3139785,7.612903226,1747.929032,530.1290323,74.24516129,278.0451613,,0
2011-02-25,2996.473118,4289.546237,10293.55914,722.0731183,2316.103226,1688.524731,2282.012903,783.9612903,588.4494624,341.0645161,308.1311828,486.7311828,746.0623656,1763.406452,23.71827957,136.1806452,87.19139785,257.0924731,8.584946237,1691.929032,422.2494624,75.5311828,261.427957,,0
2011-03-04,2816.11828,4314.313978,10072.2,634.6924731,2379.873118,1994.292473,2143.939785,775.3978495,726.5397849,337.2516129,569.7569892,477.6473118,589.3978495,1761.458065,22.9655914,133.5225806,83.5827957,263.4365591,8.916129032,1507.862366,472.1290323,61.39784946,276.0494624,,0
2011-03-11,3072.911828,4318.651613,10683.34624,618.1612903,2242.378495,2316.180645,2317.197849,785.511828,682.6946237,374.7591398,520.911828,455.4322581,505.3225806,2027.025806,21.99784946,140.255914,77.03655914,311.0322581,9.522580645,1387.582796,687.9612903,65.02580645,257.9655914,,0
2011-03-18,3278.911828,4295.458065,10265.76989,611.716129,2373.75914,2402.965591,2504.032258,908.0258065,749.6451613,402.6924731,511.1913978,421.7612903,524.6989247,1925.791398,17.33333333,166.5397849,94.32473118,364.1397849,14.01290323,1422.56129,782.1956989,66.35913978,238.8494624,,0
2011-03-25,3274.832258,4420.131183,10270.31398,606.1311828,2545.722581,2470.458065,2573.694624,855.5032258,813.1913978,427.2989247,596.7956989,450.5806452,491.311828,2083.206452,18.65806452,160.8731183,92.65806452,279.0623656,16.29032258,1566.331183,746.427957,63.04731183,272.8924731,,0
2011-04-01,3332.513978,4560.791398,9992.673118,578.3182796,2308.812903,2856.647312,2719.092473,792.8795699,806.8236559,440.2322581,441.0924731,452.7806452,514.9247312,2034.098925,22.6516129,146.5569892,97.47956989,333.9311828,21.66666667,1633.427957,847.5784946,65.64946237,253.8494624,,0
2011-04-08,3604.703226,4764.692473,9715.458065,608.0924731,2345.778495,2805.324731,2789.982796,851.3182796,695.8129032,439.5032258,513.311828,498.2473118,665.0623656,1840.449462,27.24731183,134.0516129,93.09247312,315.0365591,23.62365591,1644.36129,702.2365591,65.45806452,246.1806452,,0
2011-04-15,3879.645161,4986.316129,10284.67957,568.1225806,2508.982796,2984.91828,3059.823656,843.7956989,653.455914,475.6064516,507.8645161,520.6236559,791.655914,1961.131183,27.8516129,115.4451613,82.8,304.1032258,22.78064516,1657.447312,643.1032258,82.11182796,289.3247312,,0
2011-04-22,3974.903226,5464.597849,10765.09892,612.3397849,2835.382796,3321.636559,3423.247312,834.3956989,596.3956989,502.0322581,584.3913978,469.2946237,824.1462366,1887.666667,29.79139785,124.1397849,85.55698925,297.6623656,25.11612903,1616.382796,636.6236559,100.6946237,274.3569892,,0
2011-04-29,4294.946237,5506.911828,11359.09462,621.455914,2801.156989,3187.012903,3715.047312,921.8258065,515.9978495,562.2580645,565.9591398,495.5591398,875.6236559,1876.047312,26.56129032,113.5333333,93.66451613,346.1784946,14.38064516,1654.929032,735.1311828,112.9182796,272.027957,,0
2011-05-06,4610.116129,5527.627957,11036.58495,672.9655914,2668.692473,3135.492473,3553.090323,932.2946237,564.5892473,598.2129032,534.9784946,516.5956989,875.3892473,2036.35914,23.52903226,108.6129032,110.4666667,357.9032258,14.32903226,1641.027957,783.2,113.2731183,285.2645161,,
2011-05-13,4708.103226,5358.180645,10436.23656,743.8129032,2852.503226,3138.892473,3437.780645,1062.95914,653.516129,598.9956989,483.4451613,578.8473118,841.5182796,2113.836559,23.49892473,124.6064516,108.6236559,362.1333333,16.7827957,1610.458065,734.8645161,103.3784946,244.2645161,,
2011-05-20,4572.516129,5098.664516,10556.72903,875.1655914,2827.578495,3542.111828,3344.227957,1011.939785,674.5612903,616.0451613,480.3849462,615.9784946,968.0473118,1940.694624,18.51397849,138.9827957,92.87956989,352.7913978,16.45806452,1541.31828,754.4903226,82.18924731,245.911828,,
2011-05-27,4664.612903,5716.929032,10801.04516,893.6645161,2987.406452,3661.455914,3445.67957,984.0516129,818.4129032,604.716129,524.1032258,651.7139785,994.5892473,1912.451613,17.54623656,153.7182796,103.316129,339.0903226,13.21290323,1478.864516,738.916129,120.7892473,260.4645161,,
2011-06-03,4756.666667,5939.812903,10948.85591,832.2946237,3127.378495,3941.591398,3486.455914,1000.729032,948.5913978,625.3462366,555.8580645,657.4365591,1106.273118,1961.546237,26.27956989,182.9290323,80.71397849,363.0795699,11.73978495,1584.8,808.2494624,121.7655914,282.0666667,,0
2011-06-10,4829.56129,6206.16129,10948.76989,804.3849462,3565.124731,3968.066667,3862.35914,1067.995699,926.6451613,593.1591398,672.5462366,787.9311828,1197.473118,1921.339785,28.05591398,174.6451613,80.22365591,350.0580645,6.279569892,1879.516129,1014.595699,128.9397849,312.7698925,,0.142857143
2011-06-17,5003.313978,6260.006452,10556.93978,916.1849462,3875.462366,3987.129032,3763.649462,1176.464516,857.2623656,674.7612903,731.1784946,797.6795699,1099.116129,2035.066667,27.84731183,181.855914,73.67311828,414.7311828,9.894623656,1877.591398,992.6516129,137.4580645,354.2064516,0,0.1
2011-06-24,5532.898925,6083,10520.86237,866.5182796,4227.324731,4036.855914,3802.191398,1246.047312,863.311828,700.8795699,714.7612903,812.2365591,1148.178495,2185.458065,26.95698925,172.6623656,79.82365591,404.8258065,14.39139785,1760.632258,1101.847312,116.0645161,364.4580645,0,0.1
2011-07-01,5975.692473,6366.380645,10693.4129,950.055914,4535.346237,4457.006452,3838.75914,1268.045161,912.6494624,673.1225806,722.2258065,807.5892473,1164.4,2175.911828,26.19784946,190.7913978,72.32473118,502.5591398,18.18494624,1862.780645,1160.255914,102.1655914,345.3784946,0,0.177777778
2011-07-08,5743.35914,6580.984946,11462.72903,1008.76129,4671.647312,4899.473118,3806.711828,1193.365591,838.9956989,650.5182796,809.0989247,812.8473118,1121.184946,2188.227957,29.52473118,187.8494624,93.78494624,523.5247312,19.2516129,1516.892473,1285.492473,109.8494624,329.5698925,,0.125
2011-07-15,6199.498925,6760.513978,11299.72903,1026.07957,4145.232258,4823.292473,4194.346237,1063.051613,876.7311828,684.4322581,995.3806452,793.2129032,1100.849462,2311.812903,37.96989247,168.5655914,112.4258065,496.4946237,25.58494624,1524.255914,1366.913978,96.03655914,304.0451613,,0.238095238
2011-07-22,5890.146237,6424.546237,11231.54624,1025.692473,4188.103226,4649.169892,4192.55914,1239.991398,893.9290323,697.4924731,1070.494624,777.3139785,1078.451613,2067.122581,40.23225806,153.4946237,93.2516129,500.8516129,26.38924731,1499.245161,1278.698925,109.8731183,287.6645161,,0.266666667
2011-07-29,5944.045161,5722.223656,11404.12258,1113.546237,3813.139785,4332.492473,4729.255914,1473.249462,814.4645161,756.911828,1169.273118,771.5784946,1064.769892,2055.939785,44.22795699,147.8666667,91.83225806,558.4924731,25.21290323,1695.746237,1247.782796,130.1182796,284.1591398,,0.166666667
2011-08-05,6382.55914,5332.67957,11077.65591,1038.051613,3431.795699,3711.103226,4746.645161,1372.445161,794.8473118,750.8795699,1165.290323,667.5913978,1020.733333,1985.565591,44.61290323,145.5806452,90.95913978,469.9333333,26.89892473,1727.273118,1162.989247,147.9569892,285.8473118,,0.142857143
2011-08-12,5461.96129,4563.262366,10545.54624,799.6580645,3046.731183,3662.580645,4244.116129,1310.778495,775.6258065,625.3612903,1209.191398,624.3978495,976.0322581,2020.606452,42.89247312,134.5311828,77.44516129,446.9182796,26.82580645,1569.195699,969.4731183,149.827957,274.0473118,0.5,0
2011-08-19,5384.931183,4794.346237,10170.51828,728.9612903,2784.249462,3742.922581,4360.529032,1071.597849,752.5139785,539.5784946,1171.449462,609.1784946,924.4129032,1805.356989,46.93333333,156.8516129,68.04946237,453.2494624,29.05591398,1452.580645,916.5225806,128.8236559,300.055914,,0
2011-08-26,5401.546237,5234.329032,9998.825806,801.1290323,2839.51828,3618.458065,4278.733333,922.3892473,866.6129032,493.2451613,1167.025806,626.4580645,949.5032258,1841.062366,42.38494624,160.2322581,67.58924731,362.9698925,30.9827957,1447.855914,757.3784946,135.1397849,286.8623656,,0
2011-09-02,5193.258065,5998.623656,10403.00645,850.2903226,2821.458065,3953.516129,4104.597849,880.6258065,829.516129,518.6129032,1130.07957,564.4623656,977.2494624,1800.262366,40.20645161,144.5591398,77.40645161,396.9978495,29.99784946,1467.045161,773.7612903,125.3956989,283.6645161,,0.25
2011-09-09,4870.073118,5650.184946,10167.69462,750.3032258,2830.464516,3583.169892,4002.369892,850.8258065,735.3397849,552.4580645,899.0623656,624.5827957,913.1311828,1675.316129,41.29247312,118.1247312,71.60645161,412.7139785,28.83655914,1399.533333,755.0903226,109.9892473,258.827957,,0.166666667
2011-09-16,5117.780645,5363.832258,10402.80645,754.0064516,2813.873118,3643.733333,3753.651613,866.1612903,645.311828,568.2494624,855.3462366,557.1849462,944.6946237,1737.245161,36.91612903,120.6451613,90.89247312,360.111828,23.65806452,1367.329032,747.1827957,117.0258065,238.7569892,,0.2
2011-09-23,5064.913978,4971.978495,10637.75699,680.0064516,2678.184946,3554.316129,3772.836559,923.9032258,523.8322581,598.0322581,975.7569892,568.3892473,945.255914,1811.012903,37.05806452,189.316129,96.64946237,393.8731183,16.89032258,1418.169892,815.7849462,105.3569892,254.4494624,0,0.142857143
2011-09-30,5059.756989,4582.391398,10770.38495,640.7032258,3224.982796,3430.825806,3728.389247,1106.898925,662.027957,687.311828,1132.782796,645.6666667,958.1139785,1679.445161,34.72903226,196.627957,102.6580645,399.5139785,10.81290323,1453.903226,880.1892473,111.1956989,274.7827957,0,0.142857143
2011-10-07,4872.423656,4637.995699,10977.11613,647.8731183,3291.266667,3724.180645,3632.298925,1145.778495,686.3247312,708.7655914,1283.729032,770.2946237,849.2129032,1764.956989,38.15913978,188.9225806,90.71827957,421.027957,11.06666667,1456.436559,905.3182796,137.5612903,289.4451613,0,0
2011-10-14,4627.324731,5106.116129,11062.98925,642.7247312,3297.729032,3861.273118,3710.032258,1077.232258,718.3462366,687.1032258,1409.189247,723.427957,808.1978495,1717.924731,33.99784946,177.0258065,93.20645161,442.7569892,10.11182796,1548.873118,1008.832258,131.2129032,293.055914,0,0.2
2011-10-21,4780.931183,5565.012903,10710.1957,648.6258065,3220.533333,4059.858065,4017.492473,1289.898925,725.027957,794.0129032,1474.498925,893.0731183,958.1462366,1813.006452,41.58064516,142.6666667,75.42580645,444.055914,11.36129032,1467.122581,928.227957,136.7225806,308.9978495,,0.333333333
2011-10-28,4931.612903,6432.032258,10716.73978,557.8645161,3385.76129,4505.191398,3898.129032,1249.51828,807.8516129,769.7225806,1556.591398,964.8365591,924.1612903,1837.673118,41.42795699,158.0473118,80.69247312,520.655914,9.432258065,1404.913978,899.3462366,131.0494624,287.0516129,,0.5
2011-11-04,4950.595699,6601.589247,11092.50323,548.5462366,3131.832258,4544.395699,4015.529032,1181.903226,723.9397849,773.4258065,1735.290323,902.8903226,970.6903226,1945.432258,44.32473118,157.8924731,81.89892473,479.4236559,14.52903226,1582.397849,772.9290323,132.8129032,277.5462366,0,0.5
2011-11-11,5164.645161,6661.129032,10427.38495,551.4795699,3429.982796,4486.894624,3931.858065,1115.406452,890.8064516,708.3591398,1854.311828,874.6516129,1054.965591,1908.649462,54.76129032,161.911828,89.83655914,465.7569892,20.49462366,1536.711828,750.7462366,122.5827957,251.427957,0,
2011-11-18,4901.982796,6431.969892,10473.95914,612.916129,3645.864516,4440.612903,3636.980645,1027.032258,935.9311828,602.0129032,1800.636559,771.4795699,999.4129032,2005.969892,54.49462366,168.5290323,94.42795699,443.8322581,26.38494624,1457.094624,759.0795699,124.7225806,204.3806452,0,
2011-11-25,5621.494624,7154.655914,11479.23226,654.7612903,3993.582796,4609.131183,4274.116129,1179.806452,1056.524731,609.1956989,1958.165591,778.4064516,1050.845161,2023.111828,63.76989247,193.3892473,117.5956989,630.7892473,27.51827957,1591.851613,985.9462366,130.1655914,241.5978495,0,
2011-12-02,5595.903226,7335.713978,10933.66667,708.1978495,4602.649462,4483.258065,4558.739785,1119.15914,1238.595699,593.4494624,1734.058065,865.7225806,1098.894624,1927.15914,65,210.8580645,121.0795699,632.4516129,29.50322581,1436.522581,1076.169892,139.7913978,246.4666667,,
2011-12-09,5600.636559,7118.649462,10390.72903,624.6365591,4195.292473,4228.189247,4427.462366,1148.189247,779.1849462,477.9225806,1661.322581,897.8451613,888.9225806,1721.778495,55.42795699,193.5612903,96.36129032,585.111828,29.7655914,1163.356989,1148.795699,107.6,260.6666667,,0.5
2011-12-16,6708.313978,7871.146237,10977.65806,780.855914,4539.236559,4853.447312,4967.064516,1424.322581,834.1956989,728.516129,1978.247312,1146.645161,995.5290323,1761.584946,44.39784946,166.4580645,91.52258065,632.5827957,36.02365591,1214.494624,1201.206452,96.12903226,242.0623656,,0.333333333
2011-12-23,7565.96129,8567.178495,11094.85806,984.8580645,4653.731183,4960.116129,5103.739785,1476.146237,850.316129,781.8473118,2260.189247,1177.513978,1176.595699,1823.131183,71.59569892,205.0473118,104.2623656,706.7913978,37.89892473,1185.092473,1184.978495,103.8623656,273.9591398,,0.25
2011-12-30,7110.651613,8158.989247,11776.85161,856.7806452,3830.539785,4296.124731,5048.778495,1287.812903,995.1892473,701.7612903,1976.595699,1087.539785,1119.432258,1790.098925,74.46666667,217.5032258,99.97849462,467.8580645,30.22795699,1326.782796,1094.249462,111.7827957,321.1913978,,0.2
2012-01-06,6210.55914,7471.023656,11354.75699,637.2236559,3007.578495,4166.71828,4316.356989,1178.473118,942.8645161,614.8,1677.139785,890.227957,965.116129,1733.513978,61.65591398,156.2903226,88.31182796,372.4258065,22.72903226,1313.182796,1132.447312,100.6924731,304.6516129,,0
2012-01-13,6373.698925,7533.791398,12579.65806,659.0494624,3034.651613,4370.129032,4678.731183,1223.591398,1176.922581,650.1225806,1545.503226,965.711828,938.6473118,1785.212903,59.41290323,213.3806452,104.1462366,382.5849462,15.82365591,1511.055914,1014.894624,160.9978495,336.2365591,,0
2012-01-20,6495.627957,8185.146237,13773.53118,655.1290323,3065.11828,4256.673118,4582.303226,1384.849462,1129.623656,721.0645161,1557.789247,934.7591398,905.0322581,1762.580645,52.86666667,222.4989247,104.1462366,430.9139785,19.45591398,1642.795699,902.911828,177.8236559,349.0989247,,0
2012-01-27,7113.451613,8880.858065,14032.67957,762.916129,3662.445161,4807.425806,4660.989247,1487,1106.823656,760.9978495,1595.169892,1021.191398,996.8064516,1940.15914,45.7311828,258.8645161,130.8322581,469.2924731,17.01290323,1661.227957,974.6903226,202.5225806,316.4946237,0,0.571428571
2012-02-03,7351.765591,8302.662366,13471.42581,853.1698925,3431.627957,5113.223656,4647.982796,1501.462366,1197.182796,758.5956989,1729.298925,862.7397849,1140.382796,2022.892473,57.96129032,219.3698925,104.8623656,469.5978495,28.84731183,1588.131183,829.3032258,182.8645161,302.5311828,0,0.571428571
2012-02-10,7089.182796,8522.012903,13136.89892,847.3569892,3491.795699,4809.251613,4289.584946,1380.378495,1082.498925,696.0494624,1812.249462,826.7225806,1257.462366,2153.178495,56.82580645,224.8236559,110.7698925,454.2365591,35.66666667,1426.55914,839.5698925,173.9956989,270.3612903,0,1
2012-02-17,7582.890323,9665.625806,12823.02366,880.6258065,3642.580645,5141.713978,4381.139785,1272.711828,1127.113978,662.0580645,2064.298925,796.1182796,1343.832258,2351.058065,55.27311828,235.0064516,132.0451613,452.6258065,39.72473118,1383.698925,892.7225806,162.6924731,269.6258065,0,2
2012-02-24,7585.36129,9765.262366,13096.78065,901.3892473,4075.916129,5616.825806,5072.851613,1221.311828,1141.27957,646.4365591,2126.651613,871.1397849,1325.316129,2095.346237,61.06666667,201.6924731,131.7913978,437.4623656,52.58064516,1453.180645,773.4924731,160.7806452,295.8129032,0.25,0
2012-03-02,7668.711828,10213.13118,13521.29892,1193.356989,5115.825806,5484.225806,6033.569892,1397.103226,1043.627957,757.8580645,2270.655914,917.8451613,1524.51828,1964.15914,59.02365591,244.0365591,138.8236559,459.111828,51.64516129,1348.290323,891.0903226,197.0989247,306.1849462,0.25,0
2012-03-09,8181.051613,10127.16129,13719.02796,1164.124731,5851.27957,5804.916129,6858.636559,1415.331183,1023.066667,766.3333333,2506.432258,899.8129032,1401.455914,1904.516129,56.54623656,264.7978495,182.5462366,438.2795699,54.37849462,1484.832258,917.0731183,237.711828,314.6365591,0.166666667,0
2012-03-16,8044.6,9498.658065,14103.78065,1061.589247,6318.073118,5627.397849,7102.991398,1699.978495,926.6365591,950.5247312,2406.006452,996.5784946,1439.96129,1677.911828,61.87311828,261.3978495,198.8580645,489.1849462,64.64946237,1368.094624,943.7182796,244.0580645,325.3892473,0.2,0
2012-03-23,8467.855914,9648.378495,14370.7957,1068.451613,6230.049462,5157.116129,7431.756989,1705.451613,1028.236559,1007.522581,2560.023656,1100.382796,1500,1755.524731,65.56129032,279.1182796,160.9956989,495.0473118,70.22365591,1355.866667,988.4494624,271.0924731,316.4365591,0,0
2012-03-30,9080.178495,9454.516129,14100.2129,852.1956989,6066.458065,5761.597849,6940.116129,2046.584946,1087.556989,1075.913978,2765.825806,954.655914,1379.984946,1946.503226,73.29892473,351.255914,174.1806452,510.0903226,60.58064516,1371.427957,1021.75914,261.0623656,314.5849462,0.125,0
